"tag","date","id","species","sample","enc","section","lagSection","moveDir","distMoved","len","wt","river","year","season","seasonStr"
"1bf188b999",2004-01-02,78,"bkt",36,1,11,11,0,0,120,18,"IL",2003,4,"Winter"
"1bf188b999",2004-04-22,78,"bkt",37,1,11,11,0,0,124,21.1,"IL",2004,1,"Spring"
"1bf188b999",2004-06-16,78,"bkt",38,0,11,11,0,0,132,NA,"IL",2004,2,"Summer"
"1bf188b999",2004-10-13,78,"bkt",39,1,15,11,1,4,140,29.8,"IL",2004,3,"Autumn"
"1bf188ba08",2003-04-30,79,"bkt",33,1,5,NA,0,0,75,4.7,"IL",2003,1,"Spring"
"1bf188ba57",2003-04-30,80,"bkt",33,1,9,NA,0,0,67,3.3,"IL",2003,1,"Spring"
"1bf188ba57",2003-06-20,80,"bkt",34,0,9,9,0,0,83.5,NA,"IL",2003,2,"Summer"
"1bf188ba57",2003-10-14,80,"bkt",35,1,9,9,0,0,100,11.1,"IL",2003,3,"Autumn"
"1bf188ba57",2003-12-31,80,"bkt",36,1,9,9,0,0,102,9.5,"IL",2003,4,"Winter"
"1bf188ba57",2004-04-22,80,"bkt",37,1,9,9,0,0,103,10.9,"IL",2004,1,"Spring"
"1bf188ba57",2004-06-30,80,"bkt",38,1,10,9,1,1,114,14.9,"IL",2004,2,"Summer"
"1bf188ba57",2004-10-13,80,"bkt",39,1,15,10,1,5,116,15,"IL",2004,3,"Autumn"
"1bf188ba57",2005-01-04,80,"bkt",40,1,10,15,-1,-5,117,13.5,"IL",2004,4,"Winter"
"1bf188bb5c",2003-04-30,81,"bkt",33,1,2,NA,0,0,103,11.7,"IL",2003,1,"Spring"
"1bf188bb5c",2003-07-02,81,"bkt",34,1,2,2,0,0,115,17.3,"IL",2003,2,"Summer"
"1bf188bb5c",2003-10-14,81,"bkt",35,1,12,2,1,10,126,23.7,"IL",2003,3,"Autumn"
"1bf188bc1b",2003-04-30,82,"bkt",33,1,9,NA,0,0,69,3.9,"IL",2003,1,"Spring"
"1bf188bc1b",2003-07-04,82,"bkt",34,1,14,9,1,5,84,6.6,"IL",2003,2,"Summer"
"1bf188bc1b",2003-10-14,82,"bkt",35,1,15,14,1,1,99,10.2,"IL",2003,3,"Autumn"
"1bf188bc1b",2004-01-02,82,"bkt",36,1,15,15,0,0,105,11.2,"IL",2003,4,"Winter"
"1bf188bc1d",2003-04-16,83,"bkt",33,0,14,14,0,0,84.6666666666667,NA,"IL",2003,1,"Spring"
"1bf188bc1d",2003-07-03,83,"bkt",34,1,12,14,-1,-2,96,11.2,"IL",2003,2,"Summer"
"1bf188bed9",2003-04-30,84,"bkt",33,1,10,NA,0,0,78,5.3,"IL",2003,1,"Spring"
"1bf188bed9",2003-06-20,84,"bkt",34,0,10,10,0,0,98.5,NA,"IL",2003,2,"Summer"
"1bf188bed9",2003-10-14,84,"bkt",35,1,15,10,1,5,119,17.4,"IL",2003,3,"Autumn"
"1bf188bed9",2003-12-31,84,"bkt",36,1,10,15,-1,-5,124,18.2,"IL",2003,4,"Winter"
"1bf188bed9",2004-04-08,84,"bkt",37,0,10,10,0,0,131,NA,"IL",2004,1,"Spring"
"1bf188bed9",2004-06-30,84,"bkt",38,1,10,10,0,0,138,26.4,"IL",2004,2,"Summer"
"1bf188bfc0",2003-04-30,85,"bkt",33,1,8,NA,0,0,62,2.8,"IL",2003,1,"Spring"
"1bf188bfc0",2003-06-20,85,"bkt",34,0,8,8,0,0,73.5,NA,"IL",2003,2,"Summer"
"1bf188bfc0",2003-10-13,85,"bkt",35,1,7,8,-1,-1,85,6.4,"IL",2003,3,"Autumn"
"1bf188bfc0",2003-12-12,85,"bkt",36,0,7,7,0,0,92.6666666666667,NA,"IL",2003,4,"Winter"
"1bf188bfc0",2004-04-08,85,"bkt",37,0,7,7,0,0,100.333333333333,NA,"IL",2004,1,"Spring"
"1bf188bfc0",2004-06-30,85,"bkt",38,1,7,7,0,0,108,14.8,"IL",2004,2,"Summer"
"1bf188bfc0",2004-10-13,85,"bkt",39,1,7,7,0,0,110,16.2,"IL",2004,3,"Autumn"
"1bf188bfc4",2003-04-16,86,"bkt",33,0,6,6,0,0,118,NA,"IL",2003,1,"Spring"
"1bf188bfc4",2003-07-03,86,"bkt",34,1,9,6,1,3,130,24.8,"IL",2003,2,"Summer"
"1bf188bfc4",2003-10-14,86,"bkt",35,1,9,9,0,0,134,27.8,"IL",2003,3,"Autumn"
"1bf188c022",2003-05-01,87,"bkt",33,1,12,NA,0,0,74,4.3,"IL",2003,1,"Spring"
"1bf188c022",2003-07-04,87,"bkt",34,1,13,12,1,1,99,10.2,"IL",2003,2,"Summer"
"1bf188edff",2003-05-01,88,"bkt",33,1,13,13,0,0,93,8.3,"IL",2003,1,"Spring"
"1bf188edff",2003-07-04,88,"bkt",34,1,15,13,1,2,110,12.9,"IL",2003,2,"Summer"
"1bf189bc4e",2004-10-13,89,"bkt",39,1,4,NA,0,0,63,2.2,"IL",2004,3,"Autumn"
"1bf189bc4e",2005-01-04,89,"bkt",40,1,4,4,0,0,65,2.5,"IL",2004,4,"Winter"
"1bf189bc84",2004-10-13,90,"bkt",39,1,3,NA,0,0,68,3.5,"IL",2004,3,"Autumn"
"1bf189bc84",2005-01-04,90,"bkt",40,1,3,3,0,0,74,3.9,"IL",2004,4,"Winter"
"1bf189be36",2004-10-13,91,"bkt",39,1,15,NA,0,0,95,9.5,"IL",2004,3,"Autumn"
"1bf189c188",2004-10-13,92,"bkt",39,1,13,NA,0,0,61,2.4,"IL",2004,3,"Autumn"
"1bf189c188",2005-01-04,92,"bkt",40,1,13,13,0,0,63,2.5,"IL",2004,4,"Winter"
"1bf189c316",2004-10-13,93,"bkt",39,1,4,NA,0,0,69,3.4,"IL",2004,3,"Autumn"
"1bf189c316",2004-12-12,93,"bkt",40,0,4,4,0,0,77.3333333333333,NA,"IL",2004,4,"Winter"
"1bf189c65f",2004-10-13,94,"bkt",39,1,12,NA,0,0,62,2.6,"IL",2004,3,"Autumn"
"1bf189c909",2004-10-13,95,"bkt",39,1,4,NA,0,0,67,3.2,"IL",2004,3,"Autumn"
"1bf189c909",2004-12-12,95,"bkt",40,0,4,4,0,0,78.6666666666667,NA,"IL",2004,4,"Winter"
"1bf189cebf",2004-10-13,96,"bkt",39,1,4,NA,0,0,67,3.1,"IL",2004,3,"Autumn"
"1bf189cebf",2005-01-04,96,"bkt",40,1,4,4,0,0,74,4.1,"IL",2004,4,"Winter"
"1bf189d2b5",2004-10-13,97,"bkt",39,1,7,NA,0,0,73,3.9,"IL",2004,3,"Autumn"
"1bf189d2b5",2005-01-04,97,"bkt",40,1,7,7,0,0,80,4.5,"IL",2004,4,"Winter"
"1bf189d432",2004-10-13,98,"bkt",39,1,10,NA,0,0,86,6.6,"IL",2004,3,"Autumn"
"1bf189d6ce",2004-10-13,99,"bkt",39,1,6,NA,0,0,61,2.2,"IL",2004,3,"Autumn"
"1bf189d6ce",2005-01-04,99,"bkt",40,1,6,6,0,0,64,2.6,"IL",2004,4,"Winter"
"1bf189da7c",2004-10-13,100,"bkt",39,1,10,NA,0,0,59,2.5,"IL",2004,3,"Autumn"
"1bf189da7c",2005-01-04,100,"bkt",40,1,11,10,1,1,63,2.6,"IL",2004,4,"Winter"
"1bf189dc6f",2004-10-13,101,"bkt",39,1,5,NA,0,0,70,4.2,"IL",2004,3,"Autumn"
"1bf189dde7",2004-10-13,102,"bkt",39,1,2,NA,0,0,64,2.8,"IL",2004,3,"Autumn"
"1bf189e4e4",2004-10-13,103,"bkt",39,1,14,NA,0,0,85,6,"IL",2004,3,"Autumn"
"1bf189e4e4",2005-01-04,103,"bkt",40,1,14,14,0,0,90,7.2,"IL",2004,4,"Winter"
"1bf189e626",2004-10-13,104,"bkt",39,1,1,NA,0,0,61,2.3,"IL",2004,3,"Autumn"
"1bf189e626",2004-12-12,104,"bkt",40,0,1,1,0,0,62.5,NA,"IL",2004,4,"Winter"
"1bf189e844",2004-10-13,105,"bkt",39,1,10,NA,0,0,60,2.1,"IL",2004,3,"Autumn"
"1bf189e869",2004-10-13,106,"bkt",39,1,2,NA,0,0,71,3.6,"IL",2004,3,"Autumn"
"1bf189e869",2005-01-04,106,"bkt",40,1,1,2,-1,-1,78,4.7,"IL",2004,4,"Winter"
"1bf189e87f",2004-10-13,107,"bkt",39,1,5,NA,0,0,61,2.3,"IL",2004,3,"Autumn"
"1bf189e87f",2004-12-12,107,"bkt",40,0,5,5,0,0,73,NA,"IL",2004,4,"Winter"
"1bf189ef2d",2004-10-13,108,"bkt",39,1,11,NA,0,0,69,3.6,"IL",2004,3,"Autumn"
"1bf189f0aa",2004-10-13,109,"bkt",39,1,4,NA,0,0,62,2.5,"IL",2004,3,"Autumn"
"1bf189f306",2004-10-13,110,"bkt",39,1,7,NA,0,0,63,2.3,"IL",2004,3,"Autumn"
"1bf189f628",2004-10-13,111,"bkt",39,1,5,NA,0,0,66,2.8,"IL",2004,3,"Autumn"
"1bf189f628",2004-12-12,111,"bkt",40,0,5,5,0,0,70.5,NA,"IL",2004,4,"Winter"
"1bf189f695",2004-10-13,112,"bkt",39,1,4,NA,0,0,68,3.7,"IL",2004,3,"Autumn"
"1bf189f695",2004-12-12,112,"bkt",40,0,4,4,0,0,72.5,NA,"IL",2004,4,"Winter"
"1bf189f87f",2004-10-13,113,"bkt",39,1,13,NA,0,0,62,2.7,"IL",2004,3,"Autumn"
"1bf189f87f",2005-01-04,113,"bkt",40,1,13,13,0,0,68,3.3,"IL",2004,4,"Winter"
"1bf189f91f",2004-10-13,114,"bkt",39,1,15,NA,0,0,107,13.1,"IL",2004,3,"Autumn"
"1bf189f91f",2004-12-12,114,"bkt",40,0,15,15,0,0,111,NA,"IL",2004,4,"Winter"
"1bf18a2915",2004-10-13,115,"bkt",39,1,1,NA,0,0,69,3.5,"IL",2004,3,"Autumn"
"1bf18a2915",2004-12-12,115,"bkt",40,0,1,1,0,0,72,NA,"IL",2004,4,"Winter"
"1bf18a295e",2004-10-13,116,"bkt",39,1,12,NA,0,0,78,4.9,"IL",2004,3,"Autumn"
"1bf18a295e",2004-12-12,116,"bkt",40,0,12,12,0,0,81.5,NA,"IL",2004,4,"Winter"
"1bf18a29d9",2004-10-13,117,"bkt",39,1,3,NA,0,0,72,3.7,"IL",2004,3,"Autumn"
"1bf18a2bce",2004-10-13,118,"bkt",39,1,9,NA,0,0,73,3.7,"IL",2004,3,"Autumn"
"1bf18a2bce",2005-01-04,118,"bkt",40,1,9,9,0,0,81,4.8,"IL",2004,4,"Winter"
"1bf18a2d67",2004-10-13,119,"bkt",39,1,11,NA,0,0,62,2.4,"IL",2004,3,"Autumn"
"1bf18a2d67",2005-01-04,119,"bkt",40,1,11,11,0,0,67,2.7,"IL",2004,4,"Winter"
"1bf18a2f7e",2004-10-13,120,"bkt",39,1,11,NA,0,0,60,2.2,"IL",2004,3,"Autumn"
"1bf18a2f7e",2005-01-04,120,"bkt",40,1,11,11,0,0,62,2.3,"IL",2004,4,"Winter"
"1bf18a300b",2004-10-13,121,"bkt",39,1,11,NA,0,0,84,6.1,"IL",2004,3,"Autumn"
"1bf18a3114",2004-10-13,122,"bkt",39,1,2,NA,0,0,77,4.5,"IL",2004,3,"Autumn"
"1bf18a3114",2005-01-04,122,"bkt",40,1,7,2,1,5,83,5.6,"IL",2004,4,"Winter"
"1bf18a338c",2004-10-13,123,"bkt",39,1,14,NA,0,0,85,6.3,"IL",2004,3,"Autumn"
"1bf18a338c",2005-01-04,123,"bkt",40,1,14,14,0,0,91,6.5,"IL",2004,4,"Winter"
"1bf18a34a6",2004-10-13,124,"bkt",39,1,9,NA,0,0,62,2.4,"IL",2004,3,"Autumn"
"1bf18a34a6",2004-12-12,124,"bkt",40,0,9,9,0,0,74.6666666666667,NA,"IL",2004,4,"Winter"
"1bf18a359a",2004-10-13,125,"bkt",39,1,5,NA,0,0,60,2.1,"IL",2004,3,"Autumn"
"1bf18a359a",2004-12-12,125,"bkt",40,0,5,5,0,0,70.5,NA,"IL",2004,4,"Winter"
"1bf18a39bc",2004-10-13,126,"bkt",39,1,13,NA,0,0,65,2.8,"IL",2004,3,"Autumn"
"1bf18a39df",2004-10-13,127,"bkt",39,1,2,NA,0,0,70,3.4,"IL",2004,3,"Autumn"
"1bf18a3ae1",2004-10-13,128,"bkt",39,1,7,NA,0,0,60,2.1,"IL",2004,3,"Autumn"
"1bf18a3b95",2004-10-13,129,"bkt",39,1,11,NA,0,0,89,7.4,"IL",2004,3,"Autumn"
"1bf18a3c31",2004-10-13,130,"bkt",39,1,1,NA,0,0,86,6.4,"IL",2004,3,"Autumn"
"1bf18a3c31",2005-01-04,130,"bkt",40,1,1,1,0,0,94,8.2,"IL",2004,4,"Winter"
"1bf18a3dba",2004-10-13,131,"bkt",39,1,6,NA,0,0,66,3,"IL",2004,3,"Autumn"
"1bf18a3dba",2005-01-04,131,"bkt",40,1,6,6,0,0,71,3.5,"IL",2004,4,"Winter"
"1bf18a44a3",2004-10-13,132,"bkt",39,1,7,NA,0,0,68,3.2,"IL",2004,3,"Autumn"
"1bf18a44a3",2004-12-12,132,"bkt",40,0,7,7,0,0,73.5,NA,"IL",2004,4,"Winter"
"1bf18a465c",2004-10-13,133,"bkt",39,1,3,NA,0,0,63,2.5,"IL",2004,3,"Autumn"
"1bf18a465c",2004-12-12,133,"bkt",40,0,3,3,0,0,67,NA,"IL",2004,4,"Winter"
"1bf18a479e",2004-10-13,134,"bkt",39,1,10,NA,0,0,71,3.9,"IL",2004,3,"Autumn"
"1bf18a479e",2004-12-12,134,"bkt",40,0,10,10,0,0,83,NA,"IL",2004,4,"Winter"
"1bf18a4865",2004-10-13,135,"bkt",39,1,5,NA,0,0,67,3.1,"IL",2004,3,"Autumn"
"1bf18a4865",2004-12-12,135,"bkt",40,0,5,5,0,0,81.3333333333333,NA,"IL",2004,4,"Winter"
"1bf18b08db",2004-10-13,136,"bkt",39,1,13,NA,0,0,91,8,"IL",2004,3,"Autumn"
"1bf18b17ed",2004-10-13,137,"bkt",39,1,3,NA,0,0,67,3,"IL",2004,3,"Autumn"
"1bf18b17ed",2004-12-12,137,"bkt",40,0,3,3,0,0,71.5,NA,"IL",2004,4,"Winter"
"1bf18b4f2d",2003-07-03,138,"bkt",34,1,8,NA,0,0,89,7.7,"IL",2003,2,"Summer"
"1bf18b68f8",2003-04-30,139,"bkt",33,1,5,NA,0,0,67,3.5,"IL",2003,1,"Spring"
"1bf18b69c3",2003-04-16,140,"bkt",33,0,2,2,0,0,92,NA,"IL",2003,1,"Spring"
"1bf18b69c3",2003-07-02,140,"bkt",34,1,2,2,0,0,104,13.7,"IL",2003,2,"Summer"
"1bf18b69c3",2003-09-12,140,"bkt",35,0,2,2,0,0,115.5,NA,"IL",2003,3,"Autumn"
"1bf18b69c3",2003-12-31,140,"bkt",36,1,2,2,0,0,127,21.6,"IL",2003,4,"Winter"
"1bf18b69f2",2003-04-16,141,"bkt",33,0,11,11,0,0,104.666666666667,NA,"IL",2003,1,"Spring"
"1bf18b69f2",2003-07-03,141,"bkt",34,1,10,11,-1,-1,115,15.4,"IL",2003,2,"Summer"
"1bf18b69f2",2003-10-14,141,"bkt",35,1,11,10,1,1,120,19.6,"IL",2003,3,"Autumn"
"1bf18b69f2",2003-12-12,141,"bkt",36,0,11,11,0,0,124,NA,"IL",2003,4,"Winter"
"1bf18b69f2",2004-04-22,141,"bkt",37,1,11,11,0,0,128,19.4,"IL",2004,1,"Spring"
"1bf18b69f2",2004-06-29,141,"bkt",38,1,2,11,-1,-9,136,23.7,"IL",2004,2,"Summer"
"1bf18b69f2",2004-10-13,141,"bkt",39,1,11,2,1,9,137,20.9,"IL",2004,3,"Autumn"
"1bf18b6a32",2003-04-30,142,"bkt",33,1,11,NA,0,0,79,5.1,"IL",2003,1,"Spring"
"1bf18b6a32",2003-07-03,142,"bkt",34,1,11,11,0,0,95,8.5,"IL",2003,2,"Summer"
"1bf18b6a32",2003-09-12,142,"bkt",35,0,11,11,0,0,104,NA,"IL",2003,3,"Autumn"
"1bf18b6a32",2004-01-02,142,"bkt",36,1,11,11,0,0,113,12.6,"IL",2003,4,"Winter"
"1bf18b6a32",2004-04-22,142,"bkt",37,1,11,11,0,0,114,14.3,"IL",2004,1,"Spring"
"1bf18b6b38",2003-04-16,143,"bkt",33,0,13,13,0,0,116,NA,"IL",2003,1,"Spring"
"1bf18b6b38",2003-07-04,143,"bkt",34,1,14,13,1,1,123,18.5,"IL",2003,2,"Summer"
"1bf18b6b39",2003-04-30,144,"bkt",33,1,3,NA,0,0,133,26.3,"IL",2003,1,"Spring"
"1bf18b6b39",2003-06-20,144,"bkt",34,0,3,3,0,0,147,NA,"IL",2003,2,"Summer"
"1bf18b6b39",2003-10-14,144,"bkt",35,1,9,3,1,6,161,43.9,"IL",2003,3,"Autumn"
"1bf18b6b39",2003-12-12,144,"bkt",36,0,9,9,0,0,163,NA,"IL",2003,4,"Winter"
"1bf18b6b39",2004-04-22,144,"bkt",37,1,5,9,-1,-4,165,50.7,"IL",2004,1,"Spring"
"1bf18b6b4b",2003-04-30,145,"bkt",33,1,11,11,0,0,114,15.8,"IL",2003,1,"Spring"
"1bf18b6b4b",2003-07-03,145,"bkt",34,1,11,11,0,0,135,26.6,"IL",2003,2,"Summer"
"1bf18b6b87",2003-04-30,146,"bkt",33,1,5,NA,0,0,72,3.8,"IL",2003,1,"Spring"
"1bf18b6b87",2003-07-02,146,"bkt",34,1,6,5,1,1,102,10.9,"IL",2003,2,"Summer"
"1bf18b6b87",2003-10-13,146,"bkt",35,1,6,6,0,0,119,18.4,"IL",2003,3,"Autumn"
"1bf18b6b87",2003-12-12,146,"bkt",36,0,6,6,0,0,129,NA,"IL",2003,4,"Winter"
"1bf18b6b87",2004-04-08,146,"bkt",37,0,6,6,0,0,139,NA,"IL",2004,1,"Spring"
"1bf18b6b87",2004-06-29,146,"bkt",38,1,5,6,-1,-1,149,33.7,"IL",2004,2,"Summer"
"1bf18b6d09",2003-04-30,147,"bkt",33,1,2,2,0,0,98,11.8,"IL",2003,1,"Spring"
"1bf18b6d09",2003-07-02,147,"bkt",34,1,2,2,0,0,115,21.3,"IL",2003,2,"Summer"
"1bf18b6d09",2003-10-13,147,"bkt",35,1,7,2,1,5,122,24.4,"IL",2003,3,"Autumn"
"1bf18b6d09",2003-12-31,147,"bkt",36,1,3,7,-1,-4,126,20.9,"IL",2003,4,"Winter"
"1bf18b6d09",2004-04-22,147,"bkt",37,1,2,3,-1,-1,131,28,"IL",2004,1,"Spring"
"1bf18b6d09",2004-06-16,147,"bkt",38,0,2,2,0,0,138,NA,"IL",2004,2,"Summer"
"1bf18b6d09",2004-09-27,147,"bkt",39,0,2,2,0,0,145,NA,"IL",2004,3,"Autumn"
"1bf18b6d09",2005-01-04,147,"bkt",40,1,2,2,0,0,152,37.8,"IL",2004,4,"Winter"
"1bf18b6e53",2003-04-30,148,"bkt",33,1,4,NA,0,0,78,5.5,"IL",2003,1,"Spring"
"1bf18b6e53",2003-07-02,148,"bkt",34,1,5,4,1,1,100,12.2,"IL",2003,2,"Summer"
"1bf18b6e53",2003-10-13,148,"bkt",35,1,5,5,0,0,116,21.1,"IL",2003,3,"Autumn"
"1bf18b6eb5",2003-04-30,149,"bkt",33,1,3,NA,0,0,65,3,"IL",2003,1,"Spring"
"1bf18b6eb5",2003-07-02,149,"bkt",34,1,3,3,0,0,94,8.8,"IL",2003,2,"Summer"
"1bf18b6ed0",2003-04-30,150,"bkt",33,1,5,NA,0,0,68,3.4,"IL",2003,1,"Spring"
"1bf18b6ed0",2003-07-02,150,"bkt",34,1,5,5,0,0,93,8.2,"IL",2003,2,"Summer"
"1bf18b6ed0",2003-10-13,150,"bkt",35,1,6,5,1,1,108,13.7,"IL",2003,3,"Autumn"
"1bf18b6ed0",2003-12-31,150,"bkt",36,1,5,6,-1,-1,111,11.5,"IL",2003,4,"Winter"
"1bf18b6f19",2003-04-30,151,"bkt",33,1,10,NA,0,0,68,3.6,"IL",2003,1,"Spring"
"1bf18b6f19",2003-07-03,151,"bkt",34,1,10,10,0,0,90,7.7,"IL",2003,2,"Summer"
"1bf18b6f19",2003-10-14,151,"bkt",35,1,14,10,1,4,110,16.7,"IL",2003,3,"Autumn"
"1bf18b6f19",2003-12-12,151,"bkt",36,0,14,14,0,0,114,NA,"IL",2003,4,"Winter"
"1bf18b6f19",2004-04-22,151,"bkt",37,1,13,14,-1,-1,118,16.4,"IL",2004,1,"Spring"
"1bf18b6f19",2004-06-30,151,"bkt",38,1,15,13,1,2,131,23.1,"IL",2004,2,"Summer"
"1bf18b6f3a",2003-04-30,152,"bkt",33,1,8,NA,0,0,69,3.4,"IL",2003,1,"Spring"
"1bf18b6f3a",2003-07-03,152,"bkt",34,1,8,8,0,0,95,8.7,"IL",2003,2,"Summer"
"1bf18b6f3a",2003-10-14,152,"bkt",35,1,9,8,1,1,106,12.4,"IL",2003,3,"Autumn"
"1bf18b6f3a",2003-12-31,152,"bkt",36,1,8,9,-1,-1,116,14,"IL",2003,4,"Winter"
"1bf18b6f3a",2004-04-22,152,"bkt",37,1,8,8,0,0,119,15.8,"IL",2004,1,"Spring"
"1bf18b6fb8",2003-04-16,153,"bkt",33,0,13,13,0,0,85,NA,"IL",2003,1,"Spring"
"1bf18b6fb8",2003-07-03,153,"bkt",34,1,11,13,-1,-2,96,9.7,"IL",2003,2,"Summer"
"1bf18b7003",2003-04-30,154,"bkt",33,1,3,2,1,1,80,5.4,"IL",2003,1,"Spring"
"1bf18b7003",2003-07-02,154,"bkt",34,1,2,3,-1,-1,110,13.9,"IL",2003,2,"Summer"
"1bf18b7003",2003-10-13,154,"bkt",35,1,2,2,0,0,125,21.6,"IL",2003,3,"Autumn"
"1bf18b7003",2003-12-31,154,"bkt",36,1,2,2,0,0,136,25.1,"IL",2003,4,"Winter"
"1bf18b7003",2004-04-22,154,"bkt",37,1,2,2,0,0,141,29.2,"IL",2004,1,"Spring"
"1bf18b7003",2004-06-29,154,"bkt",38,1,2,2,0,0,165,50.6,"IL",2004,2,"Summer"
"1bf18b700f",2003-04-16,155,"bkt",33,0,11,11,0,0,95.3333333333333,NA,"IL",2003,1,"Spring"
"1bf18b700f",2003-07-03,155,"bkt",34,1,12,11,1,1,110,14.1,"IL",2003,2,"Summer"
"1bf18b700f",2003-10-14,155,"bkt",35,1,14,12,1,2,124,20.7,"IL",2003,3,"Autumn"
"1bf18b700f",2003-12-31,155,"bkt",36,1,3,14,-1,-11,130,20.9,"IL",2003,4,"Winter"
"1bf18b7025",2003-05-01,156,"bkt",33,1,15,15,0,0,100,10.8,"IL",2003,1,"Spring"
"1bf18b7108",2003-04-30,157,"bkt",33,1,7,NA,0,0,75,4.5,"IL",2003,1,"Spring"
"1bf18b7108",2003-07-03,157,"bkt",34,1,8,7,1,1,92,9.1,"IL",2003,2,"Summer"
"1bf18b7108",2003-10-14,157,"bkt",35,1,15,8,1,7,101,11.3,"IL",2003,3,"Autumn"
"1bf18b710e",2003-04-30,158,"bkt",33,1,2,NA,0,0,74,4.5,"IL",2003,1,"Spring"
"1bf18b710e",2003-07-02,158,"bkt",34,1,2,2,0,0,95,9.7,"IL",2003,2,"Summer"
"1bf18b710e",2003-10-13,158,"bkt",35,1,2,2,0,0,107,14.9,"IL",2003,3,"Autumn"
"1bf18b7162",2003-04-30,159,"bkt",33,1,3,NA,0,0,69,3.4,"IL",2003,1,"Spring"
"1bf18b71ce",2003-04-30,160,"bkt",33,1,1,1,0,0,78,5.7,"IL",2003,1,"Spring"
"1bf18b71ce",2003-07-02,160,"bkt",34,1,1,1,0,0,107,13.2,"IL",2003,2,"Summer"
"1bf18b71ce",2003-10-13,160,"bkt",35,1,2,1,1,1,133,27,"IL",2003,3,"Autumn"
"1bf18b71ce",2003-12-31,160,"bkt",36,1,5,2,1,3,138,26,"IL",2003,4,"Winter"
"1bf18b71ce",2004-04-22,160,"bkt",37,1,1,5,-1,-4,146,31.6,"IL",2004,1,"Spring"
"1bf18b71ce",2004-06-29,160,"bkt",38,1,5,1,1,4,168,49.5,"IL",2004,2,"Summer"
"1bf18b71d5",2003-04-30,161,"bkt",33,1,5,9,-1,-4,78,5.5,"IL",2003,1,"Spring"
"1bf18b71d5",2003-07-02,161,"bkt",34,1,5,5,0,0,101,11.3,"IL",2003,2,"Summer"
"1bf18b723c",2003-04-30,162,"bkt",33,1,9,NA,0,0,73,4.5,"IL",2003,1,"Spring"
"1bf18b723c",2003-07-03,162,"bkt",34,1,12,9,1,3,90,8.2,"IL",2003,2,"Summer"
"1bf18b723c",2003-10-14,162,"bkt",35,1,12,12,0,0,100,11.6,"IL",2003,3,"Autumn"
"1bf18b723c",2004-01-02,162,"bkt",36,1,12,12,0,0,103,10.1,"IL",2003,4,"Winter"
"1bf18b723c",2004-04-22,162,"bkt",37,1,11,12,-1,-1,106,12.3,"IL",2004,1,"Spring"
"1bf18b72ca",2003-04-16,163,"bkt",33,0,2,2,0,0,117.333333333333,NA,"IL",2003,1,"Spring"
"1bf18b72ca",2003-07-02,163,"bkt",34,1,3,2,1,1,130,24.6,"IL",2003,2,"Summer"
"1bf18b7455",2003-04-16,164,"bkt",33,0,9,9,0,0,86,NA,"IL",2003,1,"Spring"
"1bf18b7455",2003-07-03,164,"bkt",34,1,9,9,0,0,98,10.1,"IL",2003,2,"Summer"
"1bf18b7455",2003-10-14,164,"bkt",35,1,9,9,0,0,120,17.8,"IL",2003,3,"Autumn"
"1bf18b74aa",2003-05-01,165,"bkt",33,1,15,15,0,0,78,5,"IL",2003,1,"Spring"
"1bf18b74db",2003-04-30,166,"bkt",33,1,9,NA,0,0,72,3.9,"IL",2003,1,"Spring"
"1bf18b74db",2003-07-04,166,"bkt",34,1,15,9,1,6,97,9.6,"IL",2003,2,"Summer"
"1bf18b75ad",2003-04-30,167,"bkt",33,1,9,NA,0,0,62,2.6,"IL",2003,1,"Spring"
"1bf18b7630",2003-04-30,168,"bkt",33,1,2,NA,0,0,70,3.6,"IL",2003,1,"Spring"
"1bf18b7630",2003-07-04,168,"bkt",34,1,15,2,1,13,91,7.9,"IL",2003,2,"Summer"
"1bf18b7630",2003-10-13,168,"bkt",35,1,8,15,-1,-7,98,9.6,"IL",2003,3,"Autumn"
"1bf18b7630",2003-12-31,168,"bkt",36,1,8,8,0,0,103,10.6,"IL",2003,4,"Winter"
"1bf18b7630",2004-04-22,168,"bkt",37,1,8,8,0,0,107,12.3,"IL",2004,1,"Spring"
"1bf18b7630",2004-06-29,168,"bkt",38,1,5,8,-1,-3,125,20.4,"IL",2004,2,"Summer"
"1bf18b779e",2003-04-30,169,"bkt",33,1,10,NA,0,0,69,4.1,"IL",2003,1,"Spring"
"1bf18b779e",2003-07-04,169,"bkt",34,1,14,10,1,4,87,6.8,"IL",2003,2,"Summer"
"1bf18b77ad",2003-04-30,170,"bkt",33,1,7,NA,0,0,65,2.8,"IL",2003,1,"Spring"
"1bf18b77ad",2003-07-02,170,"bkt",34,1,6,7,-1,-1,88,6.9,"IL",2003,2,"Summer"
"1bf18b77ad",2003-09-12,170,"bkt",35,0,6,6,0,0,94,NA,"IL",2003,3,"Autumn"
"1bf18b77ad",2003-12-31,170,"bkt",36,1,7,6,1,1,100,8.8,"IL",2003,4,"Winter"
"1bf18b77ad",2004-04-22,170,"bkt",37,1,7,7,0,0,105,11.4,"IL",2004,1,"Spring"
"1bf18b7821",2003-04-30,171,"bkt",33,1,4,NA,0,0,72,4,"IL",2003,1,"Spring"
"1bf18b783a",2003-05-01,172,"bkt",33,1,14,13,1,1,100,10.8,"IL",2003,1,"Spring"
"1bf18b783a",2003-07-04,172,"bkt",34,1,14,14,0,0,122,18.5,"IL",2003,2,"Summer"
